-4.000000, 6.000000
-4.000000, 5.999400
-4.000000, 5.998800
-4.000000, 5.998200
-4.000000, 5.997600
-4.000000, 5.997000
-4.000000, 5.996400
-4.000000, 5.995800
-4.000000, 5.995200
-4.000000, 5.994600
-4.000000, 5.994000
-4.000000, 5.993400
-4.000000, 5.992800
-4.000000, 5.992200
-4.000000, 5.991600
-4.000000, 5.991000
-4.000000, 5.990400
-4.000000, 5.989800
-4.000000, 5.989200
-4.000000, 5.988600
-4.000000, 5.988000
-4.000000, 5.987400
-4.000000, 5.986800
-4.000000, 5.986200
-4.000000, 5.985600
-4.000000, 5.985000
-4.000000, 5.984400
-4.000000, 5.983800
-4.000000, 5.983200
-4.000000, 5.982600
-4.000000, 5.982000
-4.000000, 5.981400
-4.000000, 5.980800
-4.000000, 5.980200
-4.000000, 5.979600
-4.000000, 5.979000
-4.000000, 5.978400
-4.000000, 5.977800
-4.000000, 5.977200
-4.000000, 5.976600
-4.000000, 5.976000
-4.000000, 5.975400
-4.000000, 5.974800
-4.000000, 5.974200
-4.000000, 5.973600
-4.000000, 5.973000
-4.000000, 5.972400
-4.000000, 5.971800
-4.000000, 5.971200
-4.000000, 5.970600
-4.000000, 5.970000
-4.000000, 5.969400
-4.000000, 5.968800
-4.000000, 5.968200
-4.000000, 5.967600
-4.000000, 5.967000
-4.000000, 5.966400
-4.000000, 5.965800
-4.000000, 5.965200
-4.000000, 5.964600
-4.000000, 5.964000
-4.000000, 5.963400
-4.000000, 5.962800
-4.000000, 5.962200
-4.000000, 5.961600
-4.000000, 5.961000
-4.000000, 5.960400
-4.000000, 5.959800
-4.000000, 5.959200
-4.000000, 5.958600
-4.000000, 5.958000
-4.000000, 5.957400
-4.000000, 5.956800
-4.000000, 5.956200
-4.000000, 5.955600
-4.000000, 5.955000
-4.000000, 5.954400
-4.000000, 5.953800
-4.000000, 5.953200
-4.000000, 5.952600
-4.000000, 5.952000
-4.000000, 5.951400
-4.000000, 5.950800
-4.000000, 5.950200
-4.000000, 5.949600
-4.000000, 5.949000
-4.000000, 5.948400
-4.000000, 5.947800
-4.000000, 5.947200
-4.000000, 5.946600
-4.000000, 5.946000
-4.000000, 5.945400
-4.000000, 5.944800
-4.000000, 5.944200
-4.000000, 5.943600
-4.000000, 5.943000
-4.000000, 5.942400
-4.000000, 5.941800
-4.000000, 5.941200
-4.000000, 5.940600
-4.000000, 5.940000
-4.000000, 5.939400
-4.000000, 5.938800
-4.000000, 5.938200
-4.000000, 5.937600
-4.000000, 5.937000
-4.000000, 5.936400
-4.000000, 5.935800
-4.000000, 5.935200
-4.000000, 5.934600
-4.000000, 5.934000
-4.000000, 5.933400
-4.000000, 5.932800
-4.000000, 5.932200
-4.000000, 5.931600
-4.000000, 5.931000
-4.000000, 5.930400
-4.000000, 5.929800
-4.000000, 5.929200
-4.000000, 5.928600
-4.000000, 5.928000
-4.000000, 5.927400
-4.000000, 5.926800
-4.000000, 5.926200
-4.000000, 5.925600
-4.000000, 5.925000
-4.000000, 5.924400
-4.000000, 5.923800
-4.000000, 5.923200
-4.000000, 5.922600
-4.000000, 5.922000
-4.000000, 5.921400
-4.000000, 5.920800
-4.000000, 5.920200
-4.000000, 5.919600
-4.000000, 5.919000
-4.000000, 5.918400
-4.000000, 5.917800
-4.000000, 5.917200
-4.000000, 5.916600
-4.000000, 5.916000
-4.000000, 5.915400
-4.000000, 5.914800
-4.000000, 5.914200
-4.000000, 5.913600
-4.000000, 5.913000
-4.000000, 5.912400
-4.000000, 5.911800
-4.000000, 5.911200
-4.000000, 5.910600
-4.000000, 5.910000
-4.000000, 5.909400
-4.000000, 5.908800
-4.000000, 5.908200
-4.000000, 5.907600
-4.000000, 5.907000
-4.000000, 5.906400
-4.000000, 5.905800
-4.000000, 5.905200
-4.000000, 5.904600
-4.000000, 5.904000
-4.000000, 5.903400
-4.000000, 5.902800
-4.000000, 5.902200
-4.000000, 5.901600
-4.000000, 5.901000
-4.000000, 5.900400
-4.000000, 5.899800
-4.000000, 5.899200
-4.000000, 5.898600
-4.000000, 5.898000
-4.000000, 5.897400
-4.000000, 5.896800
-4.000000, 5.896200
-4.000000, 5.895600
-4.000000, 5.895000
-4.000000, 5.894400
-4.000000, 5.893800
-4.000000, 5.893200
-4.000000, 5.892600
-4.000000, 5.892000
-4.000000, 5.891400
-4.000000, 5.890800
-4.000000, 5.890200
-4.000000, 5.889600
-4.000000, 5.889000
-4.000000, 5.888400
-4.000000, 5.887800
-4.000000, 5.887200
-4.000000, 5.886600
-4.000000, 5.886000
-4.000000, 5.885400
-4.000000, 5.884800
-4.000000, 5.884200
-4.000000, 5.883600
-4.000000, 5.883000
-4.000000, 5.882400
-4.000000, 5.881800
-4.000000, 5.881200
-4.000000, 5.880600
-4.000000, 5.880000
-4.000000, 5.879400
-4.000000, 5.878800
-4.000000, 5.878200
-4.000000, 5.877600
-4.000000, 5.877000
-4.000000, 5.876400
-4.000000, 5.875800
-4.000000, 5.875200
-4.000000, 5.874600
-4.000000, 5.874000
-4.000000, 5.873400
-4.000000, 5.872800
-4.000000, 5.872200
-4.000000, 5.871600
-4.000000, 5.871000
-4.000000, 5.870400
-4.000000, 5.869800
-4.000000, 5.869200
-4.000000, 5.868600
-4.000000, 5.868000
-4.000000, 5.867400
-4.000000, 5.866800
-4.000000, 5.866200
-4.000000, 5.865600
-4.000000, 5.865000
-4.000000, 5.864400
-4.000000, 5.863800
-4.000000, 5.863200
-4.000000, 5.862600
-4.000000, 5.862000
-4.000000, 5.861400
-4.000000, 5.860800
-4.000000, 5.860200
-4.000000, 5.859600
-4.000000, 5.859000
-4.000000, 5.858400
-4.000000, 5.857800
-4.000000, 5.857200
-4.000000, 5.856600
-4.000000, 5.856000
-4.000000, 5.855400
-4.000000, 5.854800
-4.000000, 5.854200
-4.000000, 5.853600
-4.000000, 5.853000
-4.000000, 5.852400
-4.000000, 5.851800
-4.000000, 5.851200
-4.000000, 5.850600
-4.000000, 5.850000
