0.000000, 0.000000, 0.000000
0.000033, 0.000033, -0.000017
0.000067, 0.000067, -0.000033
0.000100, 0.000100, -0.000050
0.000133, 0.000133, -0.000067
0.000167, 0.000167, -0.000083
0.000200, 0.000200, -0.000100
0.000233, 0.000233, -0.000117
0.000267, 0.000267, -0.000133
0.000300, 0.000300, -0.000150
0.000333, 0.000333, -0.000167
0.000367, 0.000367, -0.000183
0.000400, 0.000400, -0.000200
0.000433, 0.000433, -0.000217
0.000467, 0.000467, -0.000233
0.000500, 0.000500, -0.000250
0.000533, 0.000533, -0.000267
0.000567, 0.000567, -0.000283
0.000600, 0.000600, -0.000300
0.000633, 0.000633, -0.000317
0.000667, 0.000667, -0.000333
0.000700, 0.000700, -0.000350
0.000733, 0.000733, -0.000367
0.000767, 0.000767, -0.000383
0.000800, 0.000800, -0.000400
0.000833, 0.000833, -0.000417
0.000867, 0.000867, -0.000433
0.000900, 0.000900, -0.000450
0.000933, 0.000933, -0.000467
0.000967, 0.000967, -0.000483
0.001000, 0.001000, -0.000500
0.001033, 0.001033, -0.000517
0.001067, 0.001067, -0.000533
0.001100, 0.001100, -0.000550
0.001133, 0.001133, -0.000567
0.001167, 0.001167, -0.000583
0.001200, 0.001200, -0.000600
0.001233, 0.001233, -0.000617
0.001267, 0.001267, -0.000633
0.001300, 0.001300, -0.000650
0.001333, 0.001333, -0.000667
0.001367, 0.001367, -0.000683
0.001400, 0.001400, -0.000700
0.001433, 0.001433, -0.000717
0.001467, 0.001467, -0.000733
0.001500, 0.001500, -0.000750
0.001533, 0.001533, -0.000767
0.001567, 0.001567, -0.000783
0.001600, 0.001600, -0.000800
0.001633, 0.001633, -0.000817
0.001667, 0.001667, -0.000833
0.001700, 0.001700, -0.000850
0.001733, 0.001733, -0.000867
0.001767, 0.001767, -0.000883
0.001800, 0.001800, -0.000900
0.001833, 0.001833, -0.000917
0.001867, 0.001867, -0.000933
0.001900, 0.001900, -0.000950
0.001933, 0.001933, -0.000967
0.001967, 0.001967, -0.000983
0.002000, 0.002000, -0.001000
0.002033, 0.002033, -0.001017
0.002067, 0.002067, -0.001033
0.002100, 0.002100, -0.001050
0.002133, 0.002133, -0.001067
0.002167, 0.002167, -0.001083
0.002200, 0.002200, -0.001100
0.002233, 0.002233, -0.001117
0.002267, 0.002267, -0.001133
0.002300, 0.002300, -0.001150
0.002333, 0.002333, -0.001167
0.002367, 0.002367, -0.001183
0.002400, 0.002400, -0.001200
0.002433, 0.002433, -0.001217
0.002467, 0.002467, -0.001233
0.002500, 0.002500, -0.001250
0.002533, 0.002533, -0.001267
0.002567, 0.002567, -0.001283
0.002600, 0.002600, -0.001300
0.002633, 0.002633, -0.001317
0.002667, 0.002667, -0.001333
0.002700, 0.002700, -0.001350
0.002733, 0.002733, -0.001367
0.002767, 0.002767, -0.001383
0.002800, 0.002800, -0.001400
0.002833, 0.002833, -0.001417
0.002867, 0.002867, -0.001433
0.002900, 0.002900, -0.001450
0.002933, 0.002933, -0.001467
0.002967, 0.002967, -0.001483
0.003000, 0.003000, -0.001500
0.003033, 0.003033, -0.001517
0.003067, 0.003067, -0.001533
0.003100, 0.003100, -0.001550
0.003133, 0.003133, -0.001567
0.003167, 0.003167, -0.001583
0.003200, 0.003200, -0.001600
0.003233, 0.003233, -0.001617
0.003267, 0.003267, -0.001633
0.003300, 0.003300, -0.001650
0.003333, 0.003333, -0.001667
0.003367, 0.003367, -0.001683
0.003400, 0.003400, -0.001700
0.003433, 0.003433, -0.001717
0.003467, 0.003467, -0.001733
0.003500, 0.003500, -0.001750
0.003533, 0.003533, -0.001767
0.003567, 0.003567, -0.001783
0.003600, 0.003600, -0.001800
