0.000000, 0.000000, 0.000000
0.000100, 0.000100, -0.000050
0.000200, 0.000200, -0.000100
0.000300, 0.000300, -0.000150
0.000400, 0.000400, -0.000200
0.000500, 0.000500, -0.000250
0.000600, 0.000600, -0.000300
0.000700, 0.000700, -0.000350
0.000800, 0.000800, -0.000400
0.000900, 0.000900, -0.000450
0.001000, 0.001000, -0.000500
0.001100, 0.001100, -0.000550
0.001200, 0.001200, -0.000600
0.001300, 0.001300, -0.000650
0.001400, 0.001400, -0.000700
0.001500, 0.001500, -0.000750
0.001600, 0.001600, -0.000800
0.001700, 0.001700, -0.000850
0.001800, 0.001800, -0.000900
0.001900, 0.001900, -0.000950
0.002000, 0.002000, -0.001000
0.002100, 0.002100, -0.001050
0.002200, 0.002200, -0.001100
0.002300, 0.002300, -0.001150
0.002400, 0.002400, -0.001200
0.002500, 0.002500, -0.001250
0.002600, 0.002600, -0.001300
0.002700, 0.002700, -0.001350
0.002800, 0.002800, -0.001400
0.002900, 0.002900, -0.001450
0.003000, 0.003000, -0.001500
0.003100, 0.003100, -0.001550
0.003200, 0.003200, -0.001600
0.003300, 0.003300, -0.001650
0.003400, 0.003400, -0.001700
0.003500, 0.003500, -0.001750
0.003600, 0.003600, -0.001800
0.003700, 0.003700, -0.001850
0.003800, 0.003800, -0.001900
0.003900, 0.003900, -0.001950
0.004000, 0.004000, -0.002000
0.004100, 0.004100, -0.002050
0.004200, 0.004200, -0.002100
0.004300, 0.004300, -0.002150
0.004400, 0.004400, -0.002200
0.004500, 0.004500, -0.002250
0.004600, 0.004600, -0.002300
0.004700, 0.004700, -0.002350
0.004800, 0.004800, -0.002400
0.004900, 0.004900, -0.002450
0.005000, 0.005000, -0.002500
0.005100, 0.005100, -0.002550
0.005200, 0.005200, -0.002600
0.005300, 0.005300, -0.002650
0.005400, 0.005400, -0.002700
0.005500, 0.005500, -0.002750
0.005600, 0.005600, -0.002800
0.005700, 0.005700, -0.002850
0.005800, 0.005800, -0.002900
0.005900, 0.005900, -0.002950
0.006000, 0.006000, -0.003000
0.006100, 0.006100, -0.003050
0.006200, 0.006200, -0.003100
0.006300, 0.006300, -0.003150
0.006400, 0.006400, -0.003200
0.006500, 0.006500, -0.003250
0.006600, 0.006600, -0.003300
0.006700, 0.006700, -0.003350
0.006800, 0.006800, -0.003400
0.006900, 0.006900, -0.003450
0.007000, 0.007000, -0.003500
0.007100, 0.007100, -0.003550
0.007200, 0.007200, -0.003600
0.007300, 0.007300, -0.003650
0.007400, 0.007400, -0.003700
0.007500, 0.007500, -0.003750
0.007600, 0.007600, -0.003800
0.007700, 0.007700, -0.003850
0.007800, 0.007800, -0.003900
0.007900, 0.007900, -0.003950
0.008000, 0.008000, -0.004000
0.008100, 0.008100, -0.004050
0.008200, 0.008200, -0.004100
0.008300, 0.008300, -0.004150
0.008400, 0.008400, -0.004200
0.008500, 0.008500, -0.004250
0.008600, 0.008600, -0.004300
0.008700, 0.008700, -0.004350
0.008800, 0.008800, -0.004400
0.008900, 0.008900, -0.004450
0.009000, 0.009000, -0.004500
0.009100, 0.009100, -0.004550
0.009200, 0.009200, -0.004600
0.009300, 0.009300, -0.004650
0.009400, 0.009400, -0.004700
0.009500, 0.009500, -0.004750
0.009600, 0.009600, -0.004800
0.009700, 0.009700, -0.004850
0.009800, 0.009800, -0.004900
0.009900, 0.009900, -0.004950
0.010000, 0.010000, -0.005000
0.010100, 0.010100, -0.005050
0.010200, 0.010200, -0.005100
0.010300, 0.010300, -0.005150
0.010400, 0.010400, -0.005200
0.010500, 0.010500, -0.005250
0.010600, 0.010600, -0.005300
0.010700, 0.010700, -0.005350
0.010800, 0.010800, -0.005400
0.010900, 0.010900, -0.005450
0.011000, 0.011000, -0.005500
0.011100, 0.011100, -0.005550
